kind,id,title,views,updated,primary_job,primary_subjob,secondary,stages,content_type,outdated,outdated_reason,why,url
question,4499365,Purchasing real estate,49,2021-10-20,Find and set up your space,Purchasing real estate,"Leases, guaranties, and legal review",planning; startup,guide,False,,Question about Wildflower guidance and resources for purchasing school real estate.,https://connected.wildflowerschools.org/questions/4499365
question,4669859,How do I delete an uploaded file in my Connected post?,69,2022-04-19,Set up systems and tools,Using Connected and Slack,,open,guide,False,,Instructions for deleting an uploaded file from a Connected post.,https://connected.wildflowerschools.org/questions/4669859
question,4669834,How do I make copies of what I find in Connected for my own use?,65,2022-04-19,Set up systems and tools,Using Connected and Slack,"Google Workspace, email, drives, and devices",discovery; visioning; planning; startup; open,guide,False,,"Instructions for downloading, copying, and sharing content from Connected.",https://connected.wildflowerschools.org/questions/4669834
question,4764626,How can I do a keyword search within an uploaded document?,55,2022-08-03,Set up systems and tools,Using Connected and Slack,,discovery; visioning; planning; startup; open,guide,False,,Instructions for searching within an uploaded document in Connected.,https://connected.wildflowerschools.org/questions/4764626
question,4669819,"In search results, I would like to know which are unique posts and which are part of a series. How do I do that?",41,2022-04-19,Set up systems and tools,Using Connected and Slack,,open,guide,False,,Explains how to identify series and unique posts in Connected search results.,https://connected.wildflowerschools.org/questions/4669819
question,4669829,I don’t really know what I am looking for. Is there a way to browse what is in Connected more generally?,40,2022-04-19,Set up systems and tools,Using Connected and Slack,,discovery; visioning; planning; startup; open,guide,False,,Explains how to browse and filter content in Connected.,https://connected.wildflowerschools.org/questions/4669829
question,4707599,How do I bookmark posts? ,40,2022-05-19,Set up systems and tools,Using Connected and Slack,,discovery; visioning; planning; startup; open,guide,False,,Instructions for bookmarking frequently used resources in Connected.,https://connected.wildflowerschools.org/questions/4707599
question,4716810,How can I get notified when someone mentions me or responds to my comments in Connected? ,37,2022-06-06,Set up systems and tools,Using Connected and Slack,,open,guide,False,,Instructions for enabling Connected email notifications for mentions and comment replies.,https://connected.wildflowerschools.org/questions/4716810
question,4669865,How can I bulk add contributors to a few of my Connected posts?,34,2022-04-19,Set up systems and tools,Using Connected and Slack,,open,guide,False,,Instructions for bulk-managing contributors and other settings on Connected posts.,https://connected.wildflowerschools.org/questions/4669865
question,4707493,What is the best way to contact authors and/or admins in Connected? ,32,2022-05-19,Set up systems and tools,Using Connected and Slack,,open,guide,False,,"Explains how to contact authors and admins using Connected comments, mentions, replies, and sharing.",https://connected.wildflowerschools.org/questions/4707493
question,4669867,Why did a post I scheduled to publish later publish immediately? ,32,2022-04-21,Set up systems and tools,Using Connected and Slack,,open,guide,False,,Explains how scheduled posts work in Connected and why clicking publish posts immediately.,https://connected.wildflowerschools.org/questions/4669867
question,4669797,"When I search for something, Connected pulls up many results that I feel a bit overwhelmed. What should I do? ",30,2022-04-19,Set up systems and tools,Using Connected and Slack,,open,guide,False,,Tips for using Connected search filters to find relevant content.,https://connected.wildflowerschools.org/questions/4669797
question,4669856,"When I make edits to my post and publish it again, I can’t immediately find my post in Connected. Help? ",27,2022-04-19,Set up systems and tools,Using Connected and Slack,,open,guide,False,,Explains Connected's moderation process after editing and republishing a post.,https://connected.wildflowerschools.org/questions/4669856
question,4669852,I see a document in a post that looks different from an uploaded file and cannot be downloaded. What are these?,26,2022-05-18,Set up systems and tools,Using Connected and Slack,,discovery; visioning; planning; startup; open,guide,False,,Explains how iframed live documents work in Connected and why they cannot be downloaded or indexed.,https://connected.wildflowerschools.org/questions/4669852
question,4669871,"If I make edits to my post and republish, will users get notified? Should I check “publish quietly” if I didn’t want to send out a notification? ",22,2022-04-19,Set up systems and tools,Using Connected and Slack,,open,guide,False,,"Explains how post edits, republishing, and notifications work in Connected.",https://connected.wildflowerschools.org/questions/4669871
question,4669863,I copy and pasted my content into a Connected post but the formatting is off. Any tips? ,18,2022-04-19,Set up systems and tools,Using Connected and Slack,,startup; open,guide,False,,Tips for formatting posts and uploading files in Connected.,https://connected.wildflowerschools.org/questions/4669863
question,4596407,Does Wildflower provide Zoom accounts for schools?,38,2022-02-22,Set up systems and tools,"Google Workspace, email, drives, and devices",,startup; open,guide,False,,Explains how schools obtain Zoom accounts for online communication.,https://connected.wildflowerschools.org/questions/4596407
question,4556999,"As an emerging teacher leader, when do I get my school Gmail account?",30,2022-01-18,Set up systems and tools,"Google Workspace, email, drives, and devices",How the School Startup Journey works,planning,guide,False,,Explains when emerging teacher leaders receive school Gmail and Google Workspace access.,https://connected.wildflowerschools.org/questions/4556999
question,4596395,When do you email support@wildflowerschools.org?,7,2022-02-01,Set up systems and tools,Request forms and Foundation support,Network membership and what the Foundation does,planning; startup; open,guide,False,,Explains when and how school teams should contact Wildflower Support.,https://connected.wildflowerschools.org/questions/4596395
question,4596397,I am having some struggles with Transparent Classroom. Is there someone who could spend some time with me troubleshooting and answering questions?,23,2022-02-22,Set up systems and tools,Transparent Classroom,,startup; open,guide,False,,Instructions for getting Transparent Classroom troubleshooting and training support.,https://connected.wildflowerschools.org/questions/4596397
question,4552079,How do I change notifications that go out to families after they submit an application in Transparent Classroom?,13,2021-12-13,Set up systems and tools,Transparent Classroom,"Family communications (accepted, waitlist, re-enrollment)",startup; open,guide,False,,Instructions for changing Transparent Classroom notifications sent to families after an application is submitted.,https://connected.wildflowerschools.org/questions/4552079
question,4430310,How do I add a new staff member to our school's Transparent Classroom account?,10,2022-01-10,Set up systems and tools,Transparent Classroom,,startup; open,guide,False,,Instructions for adding a staff member to a school's Transparent Classroom account.,https://connected.wildflowerschools.org/questions/4430310
question,4430305,How do I change the sessions in my school's Transparent Classroom account?,3,2021-08-25,Set up systems and tools,Transparent Classroom,,startup; open,guide,False,,Instructions for adding or changing school sessions in Transparent Classroom.,https://connected.wildflowerschools.org/questions/4430305
series,4821391,SERIES: Connecting Communities: Wildflower Charter Board Mini-Series,52,2023-01-06,Build and run your board,"Board health, reflection, and training",Network membership and what the Foundation does,planning; open,training,False,,Self-guided training series helping charter board members understand Wildflower and the network.,https://connected.wildflowerschools.org/series/4821391-series-connecting-communities-wildflower-charter-board-mini-series
